EXPOCODE	Name	ICEScode	CallSign_WMO	PlatformType	IMO_OS	Institution	EDMO	PI_Institution	PI_EDMO	PI	DOI_link
33GC20061109	Oceanus	32OC	WXAQ	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.; Salisbury, J.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20061110	Oceanus	32OC	WXAQ	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.; Salisbury, J.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20061111	Oceanus	32OC	WXAQ	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.; Salisbury, J.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20061120	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20061121	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20061212	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20061214	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20061215	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070123	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070221	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070222	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070321	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070410	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070411	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070426	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070501	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070502	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070507	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070508	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070509	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070510	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070521	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070523	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070606	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070607	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070608	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070618	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070619	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070620	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070717	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070719	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070820	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070821	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070822	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070911	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20070913	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20071008	Oceanus	32OC	WXAQ	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.; Salisbury, J.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20071009	Oceanus	32OC	WXAQ	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.; Salisbury, J.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20071010	Oceanus	32OC	WXAQ	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.; Salisbury, J.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20071011	Oceanus	32OC	WXAQ	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.; Salisbury, J.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20071012	Oceanus	32OC	WXAQ	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.; Salisbury, J.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20071013	Oceanus	32OC	WXAQ	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.; Salisbury, J.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20071014	Oceanus	32OC	WXAQ	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.; Salisbury, J.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20071015	Oceanus	32OC	WXAQ	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.; Salisbury, J.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20071016	Oceanus	32OC	WXAQ	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.; Salisbury, J.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20071017	Oceanus	32OC	WXAQ	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.; Salisbury, J.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20071025	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20071026	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20071113	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20071210	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_UNH_GOM
33GC20071211	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_GM_2004-2009
33GC20080116	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_GM_2004-2009
33GC20080117	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_GM_2004-2009
33GC20080212	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_GM_2004-2009
33GC20080318	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_GM_2004-2009
33GC20080414	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_GM_2004-2009
33GC20080415	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_GM_2004-2009
33GC20080416	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_GM_2004-2009
33GC20080417	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_GM_2004-2009
33GC20080515	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_GM_2004-2009
33GC20080516	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_GM_2004-2009
33GC20080528	Gulf Challenger	33GC	WDE6362	31		University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	University of New Hampshire, Institute for the Study of Earth, Oceans & Space	4597	Vandemark, D.	https://doi.org/10.3334/CDIAC/otg.TSM_GM_2004-2009
