Cruise No	EXPOCODE	Name	ICEScode	CallSign_WMO	PlatformType	IMO_OS	Institution	EDMO	PI_Institution	PI_EDMO	PI	DOI_link
511	49OS20030510	Oshoro Maru	49OS	JDVA	31	8401365	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	Faculty of Fisheries, HU	https://doi.org/10.3334/cdiac/otg.pacifica_49os20030510
512	49OS20030603	Oshoro Maru	49OS	JDVA	31	8401365	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	Faculty of Fisheries, HU	https://doi.org/10.3334/cdiac/otg.pacifica_49os20030603
513	49OS20030811	Oshoro Maru	49OS	JDVA	31	8401365	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	Faculty of Fisheries, HU	https://doi.org/10.3334/cdiac/otg.pacifica_49os20030811
514	49RY19920210	Ryofu Maru	49RY	JGZK	31	6619530	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Michio Hirota	https://doi.org/10.3334/cdiac/otg.49ry19920210
515	49RY19940707	Ryofu Maru	49RY	JGZK	31	6619530	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Ikuo Kaneko; Satoshi Kawae	https://doi.org/10.3334/cdiac/otg.49ry9407_1
516	49RY19951115	Ryofu Maru	49RY	JGZK	31	6619530	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Masahiko Fujimura	https://doi.org/10.3334/cdiac/otg.pacifica_49ry19951115
517	49RY20110515	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Toshiya Nakano	https://doi.org/10.3334/cdiac/otg.clivar_p13_2011
518	49RY20120726	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Hitomi Kamiya	https://doi.org/10.25921/6nph-se16
519	49SH20081021	Seifu Maru	49SH	JIVB	31	9053452	Meteorological Research Institute, Japan Meteorological Agency	4631	Meteorological Research Institute, Japan Meteorological Agency	4631	Naoki Nagai	https://doi.org/10.3334/cdiac/otg.pacifica_49sh20081021
520	49SO19970113	Soyo Maru	49SO	JGKL	31	9073452	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Katsuyuki Sasaki	https://doi.org/10.3334/cdiac/otg.pacifica_49so19970113
521	49SO19970509	Soyo Maru	49SO	JGKL	31	9073452	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Katsuyuki Sasaki	https://doi.org/10.3334/cdiac/otg.pacifica_49so19970509
522	49SO19970820	Soyo Maru	49SO	JGKL	31	9073452	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Katsuyuki Sasaki	https://doi.org/10.3334/cdiac/otg.pacifica_49so19970820
523	49SO19980414	Soyo Maru	49SO	JGKL	31	9073452	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Katsuyuki Sasaki	https://doi.org/10.3334/cdiac/otg.pacifica_49so19980414
524	49SU19980422	Shunpu Maru	49SU	JFDG	31	7853028	Meteorological Research Institute, Japan Meteorological Agency	4631	Meteorological Research Institute, Japan Meteorological Agency	4631	Tomoaki Hinata	https://doi.org/10.3334/cdiac/otg.pacifica_49su19980422
525	49SU19980709	Shunpu Maru	49SU	JFDG	31	7853028	Meteorological Research Institute, Japan Meteorological Agency	4631	Meteorological Research Institute, Japan Meteorological Agency	4631	Shunta Naito	https://doi.org/10.3334/cdiac/otg.pacifica_49su19980709
526	49SU19980819	Shunpu Maru	49SU	JFDG	31	7853028	Meteorological Research Institute, Japan Meteorological Agency	4631	Meteorological Research Institute, Japan Meteorological Agency	4631	Tatsuo Nakamura	https://doi.org/10.3334/cdiac/otg.pacifica_49su19980819
527	49SU19981007	Shunpu Maru	49SU	JFDG	31	7853028	Meteorological Research Institute, Japan Meteorological Agency	4631	Meteorological Research Institute, Japan Meteorological Agency	4631	Koji Hayashi	https://doi.org/10.3334/cdiac/otg.pacifica_49su19981007
528	49SU19990121	Shunpu Maru	49SU	JFDG	31	7853028	Meteorological Research Institute, Japan Meteorological Agency	4631	Meteorological Research Institute, Japan Meteorological Agency	4631	Koji Hayashi	https://doi.org/10.3334/cdiac/otg.pacifica_49su19990121
529	49SU19990428	Shunpu Maru	49SU	JFDG	31	7853028	Meteorological Research Institute, Japan Meteorological Agency	4631	Meteorological Research Institute, Japan Meteorological Agency	4631	Tatsuo Nakamura	https://doi.org/10.3334/cdiac/otg.pacifica_49su19990428
530	49SU19990709	Shunpu Maru	49SU	JFDG	31	7853028	Meteorological Research Institute, Japan Meteorological Agency	4631	Meteorological Research Institute, Japan Meteorological Agency	4631	Shunta Naito	https://doi.org/10.3334/cdiac/otg.pacifica_49su19990709
531	49SU19990830	Shunpu Maru	49SU	JFDG	31	7853028	Meteorological Research Institute, Japan Meteorological Agency	4631	Meteorological Research Institute, Japan Meteorological Agency	4631	Shuji Tsubaki	https://doi.org/10.3334/cdiac/otg.pacifica_49su19990830
532	49SU19991006	Shunpu Maru	49SU	JFDG	31	7853028	Meteorological Research Institute, Japan Meteorological Agency	4631	Meteorological Research Institute, Japan Meteorological Agency	4631	Hideshi Daimon	https://doi.org/10.3334/cdiac/otg.pacifica_49su19991006
533	49SU20000121	Shunpu Maru	49SU	JFDG	31	7853028	Meteorological Research Institute, Japan Meteorological Agency	4631	Meteorological Research Institute, Japan Meteorological Agency	4631	Hideki Nagai	https://doi.org/10.3334/cdiac/otg.pacifica_49su20000121
534	49SU20000507	Shunpu Maru	49SU	JFDG	31	7853028	Meteorological Research Institute, Japan Meteorological Agency	4631	Meteorological Research Institute, Japan Meteorological Agency	4631	Hideki Nagai	https://doi.org/10.3334/cdiac/otg.pacifica_49su20000507
535	49SU20000628	Shunpu Maru	49SU	JFDG	31	7853028	Meteorological Research Institute, Japan Meteorological Agency	4631	Meteorological Research Institute, Japan Meteorological Agency	4631	Kan Kimura	https://doi.org/10.25921/ckc6-qk52
536	49SU20000817	Shunpu Maru	49SU	JFDG	31	7853028	Meteorological Research Institute, Japan Meteorological Agency	4631	Meteorological Research Institute, Japan Meteorological Agency	4631	Kan Kimura	https://doi.org/10.3334/cdiac/otg.pacifica_49su20000817
537	49SU20001011	Shunpu Maru	49SU	JFDG	31	7853028	Meteorological Research Institute, Japan Meteorological Agency	4631	Meteorological Research Institute, Japan Meteorological Agency	4631	Hideshi Daimon	https://doi.org/10.3334/cdiac/otg.pacifica_49su20001011
538	49TA19980418	Tankai Maru	49TA	7LAY	31	8122804	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Tsuneo Ono	https://doi.org/10.3334/cdiac/otg.pacifica_49ta19980418
539	49TA20010417	Tankai Maru	49TA	7LAY	31	8122804	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Tsuneo Ono	https://doi.org/10.3334/cdiac/otg.pacifica_49ta20010417
540	49TA20011005	Tankai Maru	49TA	7LAY	31	8122804	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Tsuneo Ono	https://doi.org/10.3334/cdiac/otg.pacifica_49ta20011005
541	49TA20020108	Tankai Maru	49TA	7LAY	31	8122804	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Tsuneo Ono	https://doi.org/10.3334/cdiac/otg.pacifica_49ta20020108
542	49TA20020313	Tankai Maru	49TA	7LAY	31	8122804	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Tsuneo Ono	https://doi.org/10.3334/cdiac/otg.pacifica_49ta20020313
543	49TA20020416	Tankai Maru	49TA	7LAY	31	8122804	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Tsuneo Ono	https://doi.org/10.3334/cdiac/otg.pacifica_49ta20020416
544	49TA20020705	Tankai Maru	49TA	7LAY	31	8122804	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Tsuneo Ono	https://doi.org/10.3334/cdiac/otg.pacifica_49ta20020705
545	49UF20010119	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Tetsuya Nakamura	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20010119
546	49UF20010509	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Satoshi Kawae	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20010509
547	49UF20010710	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Shuji Tsubaki	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20010710
548	49UF20020117	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Hideshi Daimon	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20020117
549	49UF20020625	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Tetsuya Nakamura	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20020625
550	49UF20021031	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Naoyuki Ishikawa	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20021031
551	49UF20030225	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Naoyuki Ishikawa	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20030225
552	49UF20030422	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Naoyuki Ishikawa	https://doi.org/10.25921/twvp-6r03
553	49UF20030625	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Naoyuki Ishikawa	https://doi.org/10.25921/0cq4-yj64
554	49UF20031028	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Keizo Shutta	https://doi.org/10.25921/wr5x-vg41
555	49UF20040120	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Tetsuya Nakamura	https://doi.org/10.25921/cs0t-qb57
556	49UF20040421	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Tetsuya Nakamura	https://doi.org/10.25921/2kb0-1169
557	49UF20040616	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Naoyuki Ishikawa	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20040616
558	49UF20050118	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Kinmochi Asari	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20050118
559	49UF20050419	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Keizo Shutta	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20050419
560	49UF20050615	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Kenzou Isa	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20050615
561	49UF20060118	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Kinmochi Asari	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20060118
562	49UF20060418	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Minoru Matsui	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20060418
563	49UF20060614	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Kenzou Isa	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20060614
564	49UF20070117	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Kinmochi Asari	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20070117
565	49UF20070424	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Takahiro Segawa	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20070424
566	49UF20071023	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Tatsushi Shiga	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20071023
567	49UF20080117	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Kenzou Isa	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20080117
568	49UF20080422	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Takahiro Segawa	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20080422
569	49UF20080617	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Takahiro Segawa	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20080617
570	49UF20080804	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Takahiro Segawa	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20080804
571	49UP19970121	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Naoyuki Ishikawa	https://doi.org/10.25921/b1ez-wp13
572	49UP19970530	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Naoshi Kubo	https://doi.org/10.3334/cdiac/otg.pacifica_49ry19970530
573	49UP19970623	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Naoshi Kubo	https://doi.org/10.25921/mvpm-va05
574	49UP19970912	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Akira Nakadate	https://doi.org/10.3334/cdiac/otg.pacifica_49ry19970912
575	49UP19980609	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Akira Nakadate	https://doi.org/10.3334/cdiac/otg.pacifica_49ry19980609
576	49UP19980703	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Akira Nakadate	https://doi.org/10.3334/cdiac/otg.pacifica_49ry19980703
577	49UP19980916	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Sukeyoshi Takatani	https://doi.org/10.3334/cdiac/otg.pacifica_49ry19980916
578	49UP19990419	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Kazuhiro Nemoto	https://doi.org/10.3334/cdiac/otg.pacifica_49ry19990419
579	49UP19990917	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Sukeyoshi Takatani	https://doi.org/10.3334/cdiac/otg.pacifica_49ry19990917
580	49UP20000420	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Naoki Nagai	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20000420
581	49UP20000620	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Hitomi Kamiya	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20000620
582	49UP20000920	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Sukeyoshi Takatani	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20000920
583	49UP20001105	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Sukeyoshi Takatani	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20001105
584	49UP20010424	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Hitomi Kamiya	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20010424
585	49UP20010619	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Sukeyoshi Takatani	https://doi.org/10.25921/9v57-5w81
586	49UP20011010	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Akira Nakadate	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20011010
587	49UP20020424	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Norikazu Obata	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20020424
588	49UP20020620	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Kazuhiro Nemoto	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20020620
589	49UP20021001	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Tomoaki Hinata	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20021001
590	49UP20030425	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Masamitsu Kumagai	https://doi.org/10.25921/6mf7-k342
591	49UP20030620	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Kazuhiro Nemoto	https://doi.org/10.25921/3rar-a808
592	49UP20030714	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Kazuhiro Nemoto	https://doi.org/10.25921/b9nq-f820
593	49UP20040114	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Takashi Aizawa	https://doi.org/10.25921/cnyw-7q15
594	49UP20040608	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Kazuhiro Nemoto	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20040608
595	49UP20040704	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Kazuhiro Nemoto	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20040704
596	49UP20041021	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Takashi Miyao	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20041021
597	49UP20050114	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Sukeyoshi Takatani	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20050114
598	49UP20050615	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Sukeyoshi Takatani	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20050615
599	49UP20050708	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Sukeyoshi Takatani	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20050708
600	49UP20051021	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Takahiro Segawa; Takashi Miyao	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20051021
601	49UP20060113	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Tatsuo Nakamura	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20060113
602	49UP20060607	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Masahiko Fujimura	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20060607
603	49UP20060630	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Masahiko Fujimura	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20060630
604	49UP20061021	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Tetsuya Nakamura; Takashi Miyao	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20061021
605	49UP20070118	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Shuji Tsubaki	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20070118
606	49UP20070606	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Masahiko Fujimura	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20070606
607	49UP20070724	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Masahiko Fujimura	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20070724
608	49UP20080122	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Yumitoshi Miura	https://doi.org/10.3334/cdiac/otg.pacifica_49ry20080122
609	49UP20100706	Ryofu Maru	49UP	JGQH	31	9100322	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Toshiya Nakano	https://doi.org/10.3334/cdiac/otg.clivar_p09_2010
610	49WA19960516	Wakataka Maru	49WA	JQIX	31	9113989	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Ichiro Yasuda	https://doi.org/10.3334/cdiac/otg.pacifica_49wa19960516
611	49WA20021107	Wakataka Maru	49WA	JQIX	31	9113989	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Shin-ichi Ito	https://doi.org/10.3334/cdiac/otg.pacifica_49wa20021107
612	49WA20030905	Wakataka Maru	49WA	JQIX	31	9113989	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Tsuneo Ono	https://doi.org/10.3334/cdiac/otg.pacifica_49wa20030905
613	49WA20040924	Wakataka Maru	49WA	JQIX	31	9113989	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Hiroaki Saito	https://doi.org/10.3334/cdiac/otg.pacifica_49wa20040924
614	49WA20060301	Wakataka Maru	49WA	JQIX	31	9113989	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Shin-ichi Ito	https://doi.org/10.3334/cdiac/otg.pacifica_49wa20060301
615	49XK19940106	Kaiyo	49F5	JGBF	31	9058737	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Ichio Asanuma	https://doi.org/10.3334/cdiac/otg.pacifica_49xk19940106
616	49XK19940212	Kaiyo	49F5	JGBF	31	9058737	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Kei Muneyama	https://doi.org/10.3334/cdiac/otg.49xk19940212
617	49XK19940216	Kaiyo	49F5	JGBF	31	9058737	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Kei Muneyama	https://doi.org/10.3334/cdiac/otg.49xk19940216
618	49XK19960617	Kaiyo	49F5	JGBF	31	9058737	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Noriya Yoshioka	https://doi.org/10.3334/cdiac/otg.woce_p08s_1996
619	49XK19971129	Kaiyo	49F5	JGBF	31	9058737	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Takeshi Kawano	https://doi.org/10.3334/cdiac/otg.pacifica_49xk19971129
